pca5_1,pca5_2,pca5_3,pca5_4,pca5_5,celebrity_name,season,placement,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,notability_tag_count,notab_tag_Actor,notab_tag_Athlete,notab_tag_Disney,notab_tag_Host,notab_tag_Journalist,notab_tag_Judge,notab_tag_Model,notab_tag_Olympic,notab_tag_Other,notab_tag_Reality,notab_tag_Singer
0.36614700969898495,-1.8540294533481625,-1.530378948699235,1.4647283913200417,1.5272610890711513,John O'Hurley,1,2,Actor/Actress,Maine,United States,2,1,0,0,1,0,0,0,0,0,0,0
0.6611188876069242,-1.4223317899000085,-2.398418175690993,0.6767216972682196,-1.131644066485467,Kelly Monaco,1,1,Actor/Actress,Pennsylvania,United States,2,1,0,0,0,0,0,1,0,0,0,0
-2.3103278961421876,1.9790785393844008,-0.32625401610850024,-0.12522587651728032,-0.25835663124004493,Evander Holyfield,1,5,Athlete,Alabama,United States,1,0,1,0,0,0,0,0,0,0,0,0
5.16470642273573,2.8453710306406768,-3.2216129221426497,-0.8758508429800319,-2.7469015392234772,Rachel Hunter,1,4,Model,,New Zealand,1,0,0,0,0,0,0,1,0,0,0,0
-1.0316108118937581,-0.5706987974147106,2.2337999730066707,-1.8579358112436597,-1.45169211714245,Joey McIntyre,1,3,Singer/Rapper,Massachusetts,United States,1,0,0,0,0,0,0,0,0,0,0,1
0.1415137342673298,-0.7091124728628235,0.2799381821188903,-0.15000637889774723,1.8916761214187061,Trista Sutter,1,6,TV Personality,Indiana,United States,1,0,0,0,0,0,0,0,0,0,1,0
0.0903158563144795,-1.6914814652408063,-1.1618412736170485,0.9141672801225253,-0.15592523040372216,Tatum O'Neal,2,9,Actor/Actress,California,United States,1,1,0,0,0,0,0,0,0,0,0,0
0.8553344277649211,-1.8977060560830925,-2.130968190902598,0.6365106062181256,-1.331486751970726,Tia Carrere,2,6,Actor/Actress,Hawaii,United States,2,1,0,0,0,0,0,1,0,0,0,0
0.29643357590727465,-2.128468781965813,-1.6682878647689932,1.1221314618352063,-0.7807387051889586,George Hamilton,2,5,Actor/Actress,Tennessee,United States,1,1,0,0,0,0,0,0,0,0,0,0
0.28107874559025403,-1.8453534531776392,-1.4773776254404543,1.2153899272646116,0.5620533531084702,Lisa Rinna,2,4,Actor/Actress,California,United States,2,1,0,0,1,0,0,0,0,0,0,0
-1.2729201838574304,0.8226781443560187,1.0634569870573976,-0.6745157167864839,0.13780705603283264,Stacy Keibler,2,3,Athlete,Maryland,United States,1,0,0,0,0,0,0,0,0,1,0,0
-2.164268948110958,1.460340253114997,0.08333043547925031,-0.448144065168111,-0.9649613952093575,Jerry Rice,2,2,Athlete,Mississippi,United States,1,0,1,0,0,0,0,0,0,0,0,0
4.286319055699992,2.4271193907127766,0.08604148079789131,-0.1336140332290829,2.952284647817366,Giselle Fernandez,2,8,News Anchor,,Mexico,2,1,0,0,0,1,0,0,0,0,0,0
-0.6022631025656889,-1.1811529662650135,2.591700211195354,-1.9668620040690952,-1.0398953743695392,Master P,2,7,Singer/Rapper,Louisiana,United States,1,0,0,0,0,0,0,0,0,0,0,1
-0.6231181753941792,-1.2400148146205343,2.370168438943347,-1.7785523124409495,-1.2646652228122144,Drew Lachey,2,1,Singer/Rapper,Ohio,United States,1,0,0,0,0,0,0,0,0,0,0,1
-1.1653510176046071,1.275863585442614,-0.11434503280309413,0.8092666636718345,3.6413492355596775,Kenny Mayne,2,10,Sports Broadcaster,Washington,United States,1,0,0,0,0,1,0,0,0,0,0,0
0.09031585631447692,-1.6914814652408097,-1.161841273617047,0.914167280122525,-0.15592523040372291,Harry Hamlin,3,9,Actor/Actress,California,United States,1,1,0,0,0,0,0,0,0,0,0,0
0.22642022954822652,-1.9443218269855305,-0.8808786973990761,0.5472722917706561,-0.4585191068072414,Vivica A. Fox,3,8,Actor/Actress,Indiana,United States,1,1,0,0,0,0,0,0,0,0,0,0
0.037023216756822096,-1.524010096598365,-1.3027927192348485,0.9066476808091314,-0.17267642674976336,Monique Coleman,3,4,Actor/Actress,South Carolina,United States,1,1,0,0,0,0,0,0,0,0,0,0
0.07257670053438818,-1.490334176980715,-1.3735230493419173,0.6824772562280117,-0.6113307619097964,Joey Lawrence,3,3,Actor/Actress,Pennsylvania,United States,1,1,0,0,0,0,0,0,0,0,0,0
0.28107874559025314,-1.845353453177636,-1.477377625440455,1.2153899272646134,0.5620533531084723,Mario Lopez,3,2,Actor/Actress,California,United States,2,1,0,0,1,0,0,0,0,0,0,0
-2.2723261438222107,1.9360143297949917,-0.35130285941261,-0.2981115160338141,-0.7753376308141948,Emmitt Smith,3,1,Athlete,Florida,United States,1,0,1,0,0,0,0,0,0,0,0,0
2.283341447972112,-0.8223674651950719,-4.273032580952511,0.07578074189692396,-1.0525982945845813,Shanna Moakler,3,10,Model,Rhode Island,United States,3,1,0,0,0,0,0,1,0,0,1,0
-0.35446471448358047,-1.597685151232182,1.7248115615947073,-1.680789343792861,-1.6604650163813954,Willa Ford,3,7,Singer/Rapper,Florida,United States,2,1,0,0,0,0,0,0,0,0,0,1
-0.3350931176714483,-1.8216716399629502,2.3892885232062233,-2.131290173681301,-2.2355196707793845,Sara Evans,3,6,Singer/Rapper,Missouri,United States,1,0,0,0,0,0,0,0,0,0,0,1
3.9220858290511087,1.8249227515475928,-0.046305030759339755,-0.5373095490689129,1.1923097128064768,Jerry Springer,3,5,TV Personality,,England,1,0,0,0,1,0,0,0,0,0,0,0
0.020408405373503156,-0.04501799784219392,-0.04772458025389338,0.6355334623574905,3.083618000085585,Tucker Carlson,3,11,TV Personality,California,United States,1,0,0,0,0,1,0,0,0,0,0,0
0.25273340957657087,-1.8401994770404455,-0.9702222689308568,0.6218990147469687,-0.004807827027465759,John Ratzenberger,4,6,Actor/Actress,Connecticut,United States,1,1,0,0,0,0,0,0,0,0,0,0
0.1091561848344357,-1.4457185995962512,-0.29107437340190606,1.7747284618652481,-0.4024127886676327,Ian Ziering,4,4,Actor/Actress,New Jersey,United States,1,1,0,0,0,0,0,0,0,0,0,0
-2.1653878535991966,1.6701881398644989,-0.03810856142353426,-0.36936483123443664,-0.46616151782373133,Clyde Drexler,4,8,Athlete,Louisiana,United States,1,0,1,0,0,0,0,0,0,0,0,0
-2.2723261438222124,1.936014329794995,-0.3513028594126131,-0.298111516033812,-0.775337630814196,Laila Ali,4,3,Athlete,Florida,United States,1,0,1,0,0,0,0,0,0,0,0,0
-3.648592457038254,3.594680987598339,-1.1040400824524121,0.005587843801815386,-1.131194922922115,Apolo Anton Ohno,4,1,Athlete,Washington,United States,2,0,1,0,0,0,0,0,1,0,0,0
0.37079601921937144,-1.0524626772748515,-1.223062270779496,-0.7250459844265826,-2.4960499790787094,Shandi Finnessey,4,10,Beauty Pagent,Missouri,United States,1,0,0,0,0,0,0,1,0,0,0,0
4.812824609075045,3.0280596530724044,-2.3556319604245064,-0.85816952944253,-1.917933757658809,Paulina Porizkova,4,11,Model,,Czechoslovakia,1,0,0,0,0,0,0,1,0,0,0,0
4.866339503119921,2.300188526153156,-1.8563612534731846,-0.950156942739499,-1.7151532641422362,Heather Mills,4,7,Model,,England,1,0,0,0,0,0,0,1,0,0,0,0
-0.06930211371733519,-2.1635478892268347,2.4089767946386265,-2.050132219956695,-1.9149074356970377,Billy Ray Cyrus,4,5,Singer/Rapper,Kentucky,United States,2,1,0,0,0,0,0,0,0,0,0,1
-0.0638645321456896,-2.213328715141764,1.4947201165729551,-1.2612466214586964,-1.5968975607924671,Joey Fatone,4,2,Singer/Rapper,New York,United States,2,1,0,0,0,0,0,0,0,0,0,1
-0.07539831417011215,-0.287707167758167,-0.4186912803318539,0.623680209939933,2.199619880282066,Leeza Gibbons,4,9,TV Personality,South Carolina,United States,1,0,0,0,1,0,0,0,0,0,0,0
4.174963487225726,0.898430104423603,-1.6891518925426143,0.26953148391736365,-0.39541723522382116,Cameron Mathison,5,5,Actor/Actress,,Canada,2,1,0,0,1,0,0,0,0,0,0,0
4.034507359978041,0.5886198227073964,-0.9304064696623304,-0.25434207819971594,-1.1799865942253536,Jane Seymour,5,6,Actor/Actress,,England,1,1,0,0,0,0,0,0,0,0,0,0
0.12341619178199972,-2.2743636096596918,-0.20936529066639853,0.08847446721372824,-0.8984327708606191,Sabrina Bryan,5,7,Actor/Actress,California,United States,2,1,0,0,0,0,0,0,0,0,0,1
0.024014237146567453,-1.6095761469263867,-1.2895359882159783,0.8188996418656704,-0.524603901053225,Jennie Garth,5,4,Actor/Actress,Illinois,United States,1,1,0,0,0,0,0,0,0,0,0,0
-2.184484339999652,1.5813151688156326,-0.6768257678421955,-0.004944355804605079,-0.9571920543362016,Floyd Mayweather Jr.,5,9,Athlete,Michigan,United States,1,0,1,0,0,0,0,0,0,0,0,0
1.2768846777614828,-0.6622711366927115,-2.6414904090394664,0.43317176065835306,-1.0024854293419954,Josie Maran,5,12,Model,California,United States,2,1,0,0,0,0,0,1,0,0,0,0
0.7121468317149008,0.5069833144496607,-1.8558573036252215,-0.27128575169083097,-1.11132992786429,Albert Reed,5,11,Model,Florida,United States,1,0,0,0,0,0,0,1,0,0,0,0
4.684747626926612,4.592699541854443,2.1203534450595742,-1.8868104398333632,1.6273072496304433,Helio Castroneves,5,1,Racing Driver,,Brazil,1,0,0,0,0,0,0,0,0,1,0,0
3.444991278616307,0.8778784353689724,2.278001963358308,-2.574479879917138,-1.9528948236379504,Mel B,5,2,Singer/Rapper,,England,1,0,0,0,0,0,0,0,0,0,0,1
-0.6742898552645781,-0.10565741893058612,1.9413804363629064,-0.9562187271006369,0.47427401872627967,Wayne Newton,5,10,Singer/Rapper,Virginia,United States,1,0,0,0,0,0,0,0,0,1,0,0
-0.3908970401506468,-0.42800132896647564,2.513713557237181,-1.2541424932050333,1.012802112111855,Marie Osmond,5,3,Singer/Rapper,Utah,United States,1,0,0,0,0,0,0,0,0,1,0,0
-0.16368900500364036,0.21235913990579777,0.21766948327974495,0.11666260970178612,1.8921495142609104,Mark Cuban,5,8,TV Personality,Pennsylvania,United States,1,0,0,0,0,0,0,0,0,1,0,0
3.626670201882619,1.8380068809515169,0.06933335477688059,-0.1886000984073881,0.8166495547727511,Cristian de la Fuente,6,3,Actor/Actress,,Chile,1,0,0,0,0,0,0,0,0,1,0,0
0.1709148709109112,-1.8202289529056828,-1.159993964836119,0.8440718351831146,-0.5125958023584778,Steve Guttenberg,6,10,Actor/Actress,New York,United States,1,1,0,0,0,0,0,0,0,0,0,0
0.17091487091091087,-1.820228952905682,-1.1599939648361204,0.8440718351831151,-0.5125958023584779,Priscilla Presley,6,8,Actor/Actress,New York,United States,1,1,0,0,0,0,0,0,0,0,0,0
0.024014237146564806,-1.6095761469263865,-1.2895359882159776,0.8188996418656711,-0.5246039010532264,Marlee Matlin,6,7,Actor/Actress,Illinois,United States,1,1,0,0,0,0,0,0,0,0,0,0
0.04714042569358865,-1.4804664159531222,-0.8562321820365939,0.6289830590084328,0.06941697690960545,Shannon Elizabeth,6,6,Actor/Actress,Texas,United States,1,1,0,0,0,0,0,0,0,0,0,0
0.17091487091090915,-1.8202289529056832,-1.1599939648361208,0.8440718351831148,-0.5125958023584776,Marissa Jaret Winokur,6,4,Actor/Actress,New York,United States,1,1,0,0,0,0,0,0,0,0,0,0
-2.080064131860856,1.6502655418103747,-0.7949233889401643,-0.04016337265475084,-0.8105051347765831,Jason Taylor,6,2,Athlete,Pennsylvania,United States,1,0,1,0,0,0,0,0,0,0,0,0
-2.9993922643560436,2.462997642645748,-1.0538551452626095,0.20517571764900885,-1.021792394143124,Kristi Yamaguchi,6,1,Athlete,California,United States,2,0,1,0,0,0,0,0,1,0,0,0
2.2202183757242815,4.072350823906881,0.5941561825251327,-0.7742701952977546,0.3329533705570038,Monica Seles,6,11,Athlete,,Yugoslavia,1,0,0,0,0,0,0,0,0,1,0,0
-1.3523040464545255,1.177495141164297,0.9423300692731306,-0.20210609119201262,1.4105913619342654,Penn Jillette,6,12,Magician,Massachusetts,United States,1,0,0,0,0,0,0,0,0,1,0,0
-0.48523189284697626,-0.6201270941150329,-0.2075299504714968,0.8063255179940524,1.8874508980107398,Adam Carolla,6,9,Radio Personality,California,United States,1,0,0,0,1,0,0,0,0,0,0,0
-0.612670144761505,-1.4224881420364652,2.9758038281130488,-2.3566249488633457,-1.7975211266761464,Mario,6,5,Singer/Rapper,Maryland,United States,1,0,0,0,0,0,0,0,0,0,0,1
0.09031585631447768,-1.6914814652408097,-1.161841273617048,0.9141672801225258,-0.15592523040372192,Ted McGinley,7,12,Actor/Actress,California,United States,1,1,0,0,0,0,0,0,0,0,0,0
-0.5109710024242567,-0.7353616205709282,-1.4281406320843353,0.6728350815117408,-0.8488845481605674,Cloris Leachman,7,7,Actor/Actress,Iowa,United States,1,1,0,0,0,0,0,0,0,0,0,0
0.170914870910909,-1.8202289529056852,-1.15999396483612,0.8440718351831157,-0.512595802358477,Susan Lucci,7,6,Actor/Actress,New York,United States,1,1,0,0,0,0,0,0,0,0,0,0
0.04714042569359018,-1.4804664159531207,-0.8562321820365947,0.628983059008432,0.06941697690960416,Cody Linley,7,4,Actor/Actress,Texas,United States,1,1,0,0,0,0,0,0,0,0,0,0
-2.1634362670831537,1.5443044227992297,-0.7279479555946455,0.2714123054061549,-0.5093606206310263,Misty May-Treanor,7,10,Athlete,California,United States,1,0,0,0,0,0,0,0,1,0,0,0
-3.413847393092521,3.0582247823933786,-1.38450185875508,0.08724217131020194,-1.8607362518766717,Maurice Greene,7,5,Athlete,Kansas,United States,2,0,1,0,0,0,0,0,1,0,0,0
-2.272326143822213,1.9360143297949937,-0.3513028594126133,-0.2981115160338125,-0.7753376308141949,Warren Sapp,7,2,Athlete,Florida,United States,1,0,1,0,0,0,0,0,0,0,0,0
-0.39712944293012,0.08353329225941317,1.2366235006123714,1.4394316749973037,1.5483040342890855,Jeffrey Ross,7,13,Comedian,New Jersey,United States,1,0,0,0,0,0,0,0,0,1,0,0
-0.6126701447615043,-1.4224881420364632,2.9758038281130483,-2.356624948863346,-1.7975211266761466,Toni Braxton,7,8,Singer/Rapper,Maryland,United States,1,0,0,0,0,0,0,0,0,0,0,1
-0.6011441970774529,-1.3910008530145126,2.713139208098134,-2.045641238002768,-1.5386952517551653,Lance Bass,7,3,Singer/Rapper,Mississippi,United States,1,0,0,0,0,0,0,0,0,0,0,1
0.3601460393387148,-1.138630486015757,-0.5547187457106457,0.43170795452973154,1.8828764688008373,Kim Kardashian,7,11,TV Personality,California,United States,2,1,0,0,0,0,0,0,0,0,1,0
-0.06535083462711455,-0.11753563601916638,0.4311985677855432,0.27825718865688914,1.9908844738122293,Rocco DiSpirito,7,9,TV Personality,New York,United States,1,0,0,0,0,0,0,0,0,1,0,0
1.0835907440273047,-1.2182525360171996,-1.6647103079885048,0.5479953299935947,1.5357816464073004,Brooke Burke,7,1,TV Personality,Connecticut,United States,3,1,0,0,1,0,0,1,0,0,0,0
3.9920023980087715,0.29355566847634657,-1.6343099388489288,0.3479287857279877,-1.7794307867665728,Gilles Marini,8,2,Actor/Actress,,France,1,1,0,0,0,0,0,0,0,0,0,0
0.024014237146566822,-1.6095761469263876,-1.2895359882159785,0.8188996418656704,-0.5246039010532249,Denise Richards,8,12,Actor/Actress,Illinois,United States,1,1,0,0,0,0,0,0,0,0,0,0
-0.03184350760441149,-1.559284549975459,-1.2554254282439534,0.7176962730781572,-0.7580176814694151,David Alan Grier,8,9,Actor/Actress,Michigan,United States,1,1,0,0,0,0,0,0,0,0,0,0
-2.271232985495248,1.8502831426705524,-0.1275070952005943,-0.20278983865983274,-0.543662217835875,Lawrence Taylor,8,7,Athlete,Virginia,United States,1,0,1,0,0,0,0,0,0,0,0,0
