season,week_num,week_idx,rule_type,couple_id,couple_label,pF_share,fan_rank,eliminated_this_week
5,1,1,percent,0,couple_0,0.0982854962348938,4.0,0
5,1,1,percent,1,couple_1,0.08102361857891083,8.0,0
5,1,1,percent,2,couple_2,0.07120375335216522,11.0,0
5,1,1,percent,3,couple_3,0.10278189927339554,2.0,0
5,1,1,percent,4,couple_4,0.09731125086545944,5.0,0
5,1,1,percent,5,couple_5,0.0158719252794981,12.0,1
5,1,1,percent,6,couple_6,0.07250190526247025,10.0,0
5,1,1,percent,7,couple_7,0.08379802852869034,7.0,0
5,1,1,percent,8,couple_8,0.07864002883434296,9.0,0
5,1,1,percent,9,couple_9,0.09962614625692368,3.0,0
5,1,1,percent,10,couple_10,0.10828990489244461,1.0,0
5,1,1,percent,11,couple_11,0.09066610038280487,6.0,0
5,2,2,percent,0,couple_0,0.09730522334575653,6.0,0
5,2,2,percent,1,couple_1,0.0984850823879242,4.0,0
5,2,2,percent,2,couple_2,0.09213156253099442,9.0,0
5,2,2,percent,3,couple_3,0.0984749123454094,5.0,0
5,2,2,percent,4,couple_4,0.0816924199461937,10.0,0
5,2,2,percent,6,couple_6,0.01980561390519142,11.0,1
5,2,2,percent,7,couple_7,0.0933181494474411,8.0,0
5,2,2,percent,8,couple_8,0.09651442617177963,7.0,0
5,2,2,percent,9,couple_9,0.10219722241163254,2.0,0
5,2,2,percent,10,couple_10,0.10200295597314835,3.0,0
5,2,2,percent,11,couple_11,0.11807247251272202,1.0,0
5,3,3,percent,0,couple_0,0.10433755069971085,6.0,0
5,3,3,percent,1,couple_1,0.09858900308609009,9.0,0
5,3,3,percent,2,couple_2,0.10465990751981735,5.0,0
5,3,3,percent,3,couple_3,0.10534416884183884,4.0,0
5,3,3,percent,4,couple_4,0.10405611991882324,7.0,0
5,3,3,percent,7,couple_7,0.13093481957912445,1.0,0
5,3,3,percent,8,couple_8,0.10013403743505478,8.0,0
5,3,3,percent,9,couple_9,0.022948041558265686,10.0,1
5,3,3,percent,10,couple_10,0.12214623391628265,2.0,0
5,3,3,percent,11,couple_11,0.10685011744499207,3.0,0
5,4,4,percent,0,couple_0,0.11878513544797897,6.0,0
5,4,4,percent,1,couple_1,0.12057997286319733,5.0,0
5,4,4,percent,2,couple_2,0.10704194009304047,8.0,0
5,4,4,percent,3,couple_3,0.12467420101165771,4.0,0
5,4,4,percent,4,couple_4,0.026406576856970787,9.0,1
5,4,4,percent,7,couple_7,0.12711648643016815,2.0,0
5,4,4,percent,8,couple_8,0.1261289119720459,3.0,0
5,4,4,percent,10,couple_10,0.13490483164787292,1.0,0
5,4,4,percent,11,couple_11,0.11436198651790619,7.0,0
5,5,5,percent,0,couple_0,0.13741619884967804,4.0,0
5,5,5,percent,1,couple_1,0.12150304019451141,7.0,0
5,5,5,percent,2,couple_2,0.12937355041503906,6.0,0
5,5,5,percent,3,couple_3,0.14276857674121857,3.0,0
5,5,5,percent,7,couple_7,0.1461934745311737,2.0,0
5,5,5,percent,8,couple_8,0.13026705384254456,5.0,0
5,5,5,percent,10,couple_10,0.1591666042804718,1.0,0
5,5,5,percent,11,couple_11,0.03331151604652405,8.0,1
5,6,6,percent,0,couple_0,0.1647743582725525,2.0,0
5,6,6,percent,1,couple_1,0.16926075518131256,1.0,0
5,6,6,percent,2,couple_2,0.04006536677479744,7.0,1
5,6,6,percent,3,couple_3,0.14889533817768097,6.0,0
5,6,6,percent,7,couple_7,0.1526385098695755,5.0,0
5,6,6,percent,8,couple_8,0.1618727743625641,4.0,0
5,6,6,percent,10,couple_10,0.16249288618564606,3.0,0
5,7,7,percent,0,couple_0,0.176559180021286,4.0,0
5,7,7,percent,1,couple_1,0.043633777648210526,6.0,1
5,7,7,percent,3,couple_3,0.17263729870319366,5.0,0
5,7,7,percent,7,couple_7,0.20447802543640137,2.0,0
5,7,7,percent,8,couple_8,0.21049462258815765,1.0,0
5,7,7,percent,10,couple_10,0.19219711422920227,3.0,0
5,8,8,percent,0,couple_0,0.057491619139909744,5.0,1
5,8,8,percent,3,couple_3,0.24465243518352509,2.0,0
5,8,8,percent,7,couple_7,0.226434126496315,3.0,0
5,8,8,percent,8,couple_8,0.22262264788150787,4.0,0
5,8,8,percent,10,couple_10,0.24879910051822662,1.0,0
5,9,9,percent,3,couple_3,0.06862260401248932,4.0,1
5,9,9,percent,7,couple_7,0.3147062361240387,2.0,0
5,9,9,percent,8,couple_8,0.317126989364624,1.0,0
5,9,9,percent,10,couple_10,0.29954415559768677,3.0,0
5,10,10,percent,7,couple_7,0.38540583848953247,1.0,0
5,10,10,percent,8,couple_8,0.36948758363723755,2.0,0
5,10,10,percent,10,couple_10,0.2451065480709076,3.0,0
