season,week_num,week_idx,rule_type,couple_id,couple_label,pF_share,fan_rank,eliminated_this_week
31,1,1,rank,0,couple_0,0.013157346285879612,16.0,1
31,1,1,rank,1,couple_1,0.09041354060173035,5.0,0
31,1,1,rank,2,couple_2,0.028496280312538147,11.0,0
31,1,1,rank,3,couple_3,0.0626300796866417,7.0,0
31,1,1,rank,4,couple_4,0.08355668932199478,6.0,0
31,1,1,rank,5,couple_5,0.0310621690005064,10.0,0
31,1,1,rank,6,couple_6,0.02190970815718174,14.0,0
31,1,1,rank,7,couple_7,0.10979031026363373,2.0,0
31,1,1,rank,8,couple_8,0.10764998197555542,3.0,0
31,1,1,rank,9,couple_9,0.03450581803917885,9.0,0
31,1,1,rank,10,couple_10,0.04989379271864891,8.0,0
31,1,1,rank,11,couple_11,0.013375467620790005,15.0,0
31,1,1,rank,12,couple_12,0.10539505630731583,4.0,0
31,1,1,rank,13,couple_13,0.20113874971866608,1.0,0
31,1,1,rank,14,couple_14,0.024270955473184586,12.0,0
31,1,1,rank,15,couple_15,0.02275407500565052,13.0,0
31,2,2,rank,1,couple_1,0.23981328308582306,1.0,0
31,2,2,rank,2,couple_2,0.04923658445477486,7.0,0
31,2,2,rank,3,couple_3,0.1429392248392105,2.0,0
31,2,2,rank,4,couple_4,0.03672502189874649,9.0,0
31,2,2,rank,5,couple_5,0.03104163333773613,11.0,0
31,2,2,rank,6,couple_6,0.015048369765281677,13.0,0
31,2,2,rank,7,couple_7,0.0980469286441803,5.0,0
31,2,2,rank,8,couple_8,0.11144556850194931,3.0,0
31,2,2,rank,9,couple_9,0.049783144146203995,6.0,0
31,2,2,rank,10,couple_10,0.03769288584589958,8.0,0
31,2,2,rank,11,couple_11,0.012241258285939693,15.0,0
31,2,2,rank,12,couple_12,0.014252707362174988,14.0,1
31,2,2,rank,13,couple_13,0.11046537011861801,4.0,0
31,2,2,rank,14,couple_14,0.035060055553913116,10.0,0
31,2,2,rank,15,couple_15,0.016208043321967125,12.0,0
31,3,3,rank,1,couple_1,0.01915931887924671,11.0,1
31,3,3,rank,2,couple_2,0.07390764355659485,5.0,0
31,3,3,rank,3,couple_3,0.06319782137870789,6.0,0
31,3,3,rank,4,couple_4,0.08787214756011963,4.0,0
31,3,3,rank,5,couple_5,0.032351136207580566,9.0,0
31,3,3,rank,6,couple_6,0.014693467877805233,13.0,0
31,3,3,rank,7,couple_7,0.1629912108182907,2.0,0
31,3,3,rank,8,couple_8,0.12826547026634216,3.0,0
31,3,3,rank,9,couple_9,0.044145096093416214,7.0,0
31,3,3,rank,10,couple_10,0.022843677550554276,10.0,0
31,3,3,rank,11,couple_11,0.013899441808462143,14.0,0
31,3,3,rank,13,couple_13,0.282900333404541,1.0,0
31,3,3,rank,14,couple_14,0.03695371747016907,8.0,0
31,3,3,rank,15,couple_15,0.01681947149336338,12.0,0
31,4,4,rank,2,couple_2,0.07026831805706024,6.0,0
31,4,4,rank,3,couple_3,0.16378816962242126,3.0,0
31,4,4,rank,4,couple_4,0.17811869084835052,2.0,0
31,4,4,rank,5,couple_5,0.11191292852163315,4.0,0
31,4,4,rank,6,couple_6,0.017590509727597237,11.0,0
31,4,4,rank,7,couple_7,0.01758500561118126,12.0,1
31,4,4,rank,8,couple_8,0.08515417575836182,5.0,0
31,4,4,rank,9,couple_9,0.03800424560904503,8.0,0
31,4,4,rank,10,couple_10,0.027999937534332275,9.0,0
31,4,4,rank,11,couple_11,0.01614643819630146,13.0,0
31,4,4,rank,13,couple_13,0.20409540832042694,1.0,0
31,4,4,rank,14,couple_14,0.050458937883377075,7.0,0
31,4,4,rank,15,couple_15,0.018877219408750534,10.0,0
31,5,5,rank,2,couple_2,0.04359416291117668,7.0,0
31,5,5,rank,3,couple_3,0.014936370775103569,12.0,1
31,5,5,rank,4,couple_4,0.09227631241083145,4.0,0
31,5,5,rank,5,couple_5,0.20236517488956451,2.0,0
31,5,5,rank,6,couple_6,0.018604930490255356,10.0,0
31,5,5,rank,8,couple_8,0.08686752617359161,5.0,0
31,5,5,rank,9,couple_9,0.09722544997930527,3.0,0
31,5,5,rank,10,couple_10,0.033352404832839966,8.0,0
31,5,5,rank,11,couple_11,0.015886716544628143,11.0,0
31,5,5,rank,13,couple_13,0.32511818408966064,1.0,0
31,5,5,rank,14,couple_14,0.05018889158964157,6.0,0
31,5,5,rank,15,couple_15,0.019583899527788162,9.0,0
31,6,6,rank,2,couple_2,0.3959137499332428,1.0,0
31,6,6,rank,4,couple_4,0.07045985758304596,4.0,0
31,6,6,rank,5,couple_5,0.07983068376779556,3.0,0
31,6,6,rank,6,couple_6,0.05019030719995499,6.0,0
31,6,6,rank,8,couple_8,0.01092703640460968,11.0,1
31,6,6,rank,9,couple_9,0.06610284000635147,5.0,0
31,6,6,rank,10,couple_10,0.039759229868650436,8.0,0
31,6,6,rank,11,couple_11,0.019473614171147346,10.0,0
31,6,6,rank,13,couple_13,0.20113582909107208,2.0,0
31,6,6,rank,14,couple_14,0.040094804018735886,7.0,0
31,6,6,rank,15,couple_15,0.02611197531223297,9.0,0
31,7,7,rank,2,couple_2,0.5278195142745972,1.0,0
31,7,7,rank,4,couple_4,0.02906043268740177,8.0,0
31,7,7,rank,5,couple_5,0.039737146347761154,5.0,0
31,7,7,rank,6,couple_6,0.031742773950099945,7.0,0
31,7,7,rank,9,couple_9,0.011248479597270489,10.0,1
31,7,7,rank,10,couple_10,0.07617542892694473,3.0,0
31,7,7,rank,11,couple_11,0.021334238350391388,9.0,0
31,7,7,rank,13,couple_13,0.17998293042182922,2.0,0
31,7,7,rank,14,couple_14,0.03940132260322571,6.0,0
31,7,7,rank,15,couple_15,0.04349781945347786,4.0,0
31,8,8,rank,2,couple_2,0.6224205493927002,1.0,0
31,8,8,rank,4,couple_4,0.10054818540811539,3.0,0
31,8,8,rank,5,couple_5,0.10077569633722305,2.0,0
31,8,8,rank,6,couple_6,0.02158430591225624,7.0,0
31,8,8,rank,10,couple_10,0.008358428254723549,9.0,1
31,8,8,rank,11,couple_11,0.01846330426633358,8.0,0
31,8,8,rank,13,couple_13,0.038705550134181976,5.0,1
31,8,8,rank,14,couple_14,0.031695932149887085,6.0,0
31,8,8,rank,15,couple_15,0.057447947561740875,4.0,0
31,9,9,rank,2,couple_2,0.8170778155326843,1.0,0
31,9,9,rank,4,couple_4,0.00948905386030674,7.0,1
31,9,9,rank,5,couple_5,0.012657839804887772,6.0,1
31,9,9,rank,6,couple_6,0.05877590924501419,2.0,0
31,9,9,rank,11,couple_11,0.022058134898543358,5.0,0
31,9,9,rank,14,couple_14,0.05341440066695213,3.0,0
31,9,9,rank,15,couple_15,0.02652680315077305,4.0,0
31,10,10,rank,2,couple_2,0.6738181710243225,1.0,0
31,10,10,rank,6,couple_6,0.08829086273908615,3.0,0
31,10,10,rank,11,couple_11,0.07254836708307266,4.0,0
31,10,10,rank,14,couple_14,0.09501108527183533,2.0,0
31,10,10,rank,15,couple_15,0.07033149898052216,5.0,0
