season,week_num,week_idx,rule_type,couple_id,couple_label,pF_share,fan_rank,eliminated_this_week
13,1,1,percent,0,couple_0,0.08989134430885315,5.0,0
13,1,1,percent,1,couple_1,0.09014984220266342,4.0,0
13,1,1,percent,2,couple_2,0.08832015842199326,7.0,0
13,1,1,percent,3,couple_3,0.08738453686237335,8.0,0
13,1,1,percent,4,couple_4,0.016004307195544243,12.0,1
13,1,1,percent,5,couple_5,0.08341307938098907,9.0,0
13,1,1,percent,6,couple_6,0.06652622669935226,11.0,0
13,1,1,percent,7,couple_7,0.07588841766119003,10.0,0
13,1,1,percent,8,couple_8,0.08903560042381287,6.0,0
13,1,1,percent,9,couple_9,0.10173065215349197,3.0,0
13,1,1,percent,10,couple_10,0.10916521400213242,1.0,0
13,1,1,percent,11,couple_11,0.10249055922031403,2.0,0
13,2,2,percent,0,couple_0,0.018499402329325676,11.0,1
13,2,2,percent,1,couple_1,0.0987781435251236,5.0,0
13,2,2,percent,2,couple_2,0.09577734023332596,7.0,0
13,2,2,percent,3,couple_3,0.09710061550140381,6.0,0
13,2,2,percent,5,couple_5,0.10538744181394577,3.0,0
13,2,2,percent,6,couple_6,0.09510945528745651,8.0,0
13,2,2,percent,7,couple_7,0.07475120574235916,10.0,0
13,2,2,percent,8,couple_8,0.10143978148698807,4.0,0
13,2,2,percent,9,couple_9,0.10886456817388535,2.0,0
13,2,2,percent,10,couple_10,0.0949467122554779,9.0,0
13,2,2,percent,11,couple_11,0.10934533923864365,1.0,0
13,3,3,percent,1,couple_1,0.10281942784786224,7.0,0
13,3,3,percent,2,couple_2,0.10771820694208145,5.0,0
13,3,3,percent,3,couple_3,0.10864470154047012,4.0,0
13,3,3,percent,5,couple_5,0.10479845106601715,6.0,0
13,3,3,percent,6,couple_6,0.08795922994613647,9.0,0
13,3,3,percent,7,couple_7,0.022456690669059753,10.0,1
13,3,3,percent,8,couple_8,0.09836657345294952,8.0,0
13,3,3,percent,9,couple_9,0.12841704487800598,1.0,0
13,3,3,percent,10,couple_10,0.12408579140901566,2.0,0
13,3,3,percent,11,couple_11,0.11473388224840164,3.0,0
13,4,4,percent,1,couple_1,0.11465190351009369,7.0,0
13,4,4,percent,2,couple_2,0.10971745103597641,8.0,0
13,4,4,percent,3,couple_3,0.11799410730600357,6.0,0
13,4,4,percent,5,couple_5,0.12261039763689041,5.0,0
13,4,4,percent,6,couple_6,0.026897182688117027,9.0,1
13,4,4,percent,8,couple_8,0.12498161196708679,3.0,0
13,4,4,percent,9,couple_9,0.12997141480445862,1.0,0
13,4,4,percent,10,couple_10,0.128561869263649,2.0,0
13,4,4,percent,11,couple_11,0.12461408227682114,4.0,0
13,5,5,percent,1,couple_1,0.1200980618596077,7.0,0
13,5,5,percent,2,couple_2,0.14937543869018555,1.0,0
13,5,5,percent,3,couple_3,0.12807589769363403,6.0,0
13,5,5,percent,5,couple_5,0.13749165832996368,5.0,0
13,5,5,percent,8,couple_8,0.035731662064790726,8.0,1
13,5,5,percent,9,couple_9,0.14185963571071625,3.0,0
13,5,5,percent,10,couple_10,0.13874486088752747,4.0,0
13,5,5,percent,11,couple_11,0.1486227959394455,2.0,0
13,6,6,percent,1,couple_1,0.15260083973407745,3.0,0
13,6,6,percent,2,couple_2,0.14510713517665863,5.0,0
13,6,6,percent,3,couple_3,0.14151306450366974,6.0,0
13,6,6,percent,5,couple_5,0.18708567321300507,1.0,0
13,6,6,percent,9,couple_9,0.046758245676755905,7.0,1
13,6,6,percent,10,couple_10,0.15186992287635803,4.0,0
13,6,6,percent,11,couple_11,0.17506512999534607,2.0,0
13,7,7,percent,1,couple_1,0.04868705943226814,6.0,1
13,7,7,percent,2,couple_2,0.18370479345321655,3.0,0
13,7,7,percent,3,couple_3,0.18267588317394257,4.0,0
13,7,7,percent,5,couple_5,0.17648901045322418,5.0,0
13,7,7,percent,10,couple_10,0.21717053651809692,1.0,0
13,7,7,percent,11,couple_11,0.19127272069454193,2.0,0
13,8,8,percent,2,couple_2,0.24346362054347992,2.0,0
13,8,8,percent,3,couple_3,0.2083158940076828,4.0,0
13,8,8,percent,5,couple_5,0.23596064746379852,3.0,0
13,8,8,percent,10,couple_10,0.06687948852777481,5.0,1
13,8,8,percent,11,couple_11,0.24538032710552216,1.0,0
13,9,9,percent,2,couple_2,0.2893388271331787,3.0,0
13,9,9,percent,3,couple_3,0.315804660320282,1.0,0
13,9,9,percent,5,couple_5,0.09468339383602142,4.0,1
13,9,9,percent,11,couple_11,0.3001730740070343,2.0,0
13,10,10,percent,2,couple_2,0.31777283549308777,2.0,0
13,10,10,percent,3,couple_3,0.29783883690834045,3.0,0
13,10,10,percent,11,couple_11,0.384388267993927,1.0,0
