season,week_num,week_idx,rule_type,couple_id,couple_label,pF_share,fan_rank,eliminated_this_week
26,1,1,percent,0,couple_0,0.016357215121388435,10.0,1
26,1,1,percent,1,couple_1,0.03382490947842598,9.0,1
26,1,1,percent,2,couple_2,0.1400747299194336,1.0,0
26,1,1,percent,3,couple_3,0.12017985433340073,2.0,0
26,1,1,percent,4,couple_4,0.11812777817249298,4.0,0
26,1,1,percent,5,couple_5,0.1167750284075737,6.0,0
26,1,1,percent,6,couple_6,0.11342927068471909,7.0,0
26,1,1,percent,7,couple_7,0.1174885556101799,5.0,0
26,1,1,percent,8,couple_8,0.12004020810127258,3.0,0
26,1,1,percent,9,couple_9,0.10370247811079025,8.0,0
26,2,2,percent,2,couple_2,0.01835671439766884,8.0,1
26,2,2,percent,3,couple_3,0.037600353360176086,7.0,1
26,2,2,percent,4,couple_4,0.1420946717262268,6.0,0
26,2,2,percent,5,couple_5,0.15317188203334808,4.0,0
26,2,2,percent,6,couple_6,0.1534898430109024,3.0,0
26,2,2,percent,7,couple_7,0.1580507606267929,2.0,0
26,2,2,percent,8,couple_8,0.18427269160747528,1.0,0
26,2,2,percent,9,couple_9,0.1529630720615387,5.0,0
26,3,3,percent,4,couple_4,0.033286843448877335,6.0,1
26,3,3,percent,5,couple_5,0.06371262669563293,5.0,1
26,3,3,percent,6,couple_6,0.13364829123020172,4.0,1
26,3,3,percent,7,couple_7,0.26416492462158203,1.0,0
26,3,3,percent,8,couple_8,0.25006774067878723,3.0,0
26,3,3,percent,9,couple_9,0.25511956214904785,2.0,0
26,4,4,percent,7,couple_7,0.19882890582084656,3.0,0
26,4,4,percent,8,couple_8,0.32310906052589417,2.0,0
26,4,4,percent,9,couple_9,0.4780619740486145,1.0,0
