season,week_num,week_idx,rule_type,couple_id,couple_label,pF_share,fan_rank,eliminated_this_week
2,1,1,rank,0,couple_0,0.05609554052352905,9.0,0
2,1,1,rank,1,couple_1,0.10252643376588821,5.0,0
2,1,1,rank,2,couple_2,0.15664352476596832,2.0,0
2,1,1,rank,3,couple_3,0.13632424175739288,3.0,0
2,1,1,rank,4,couple_4,0.07939042150974274,6.0,0
2,1,1,rank,5,couple_5,0.11026672273874283,4.0,0
2,1,1,rank,6,couple_6,0.05911543592810631,8.0,0
2,1,1,rank,7,couple_7,0.21469078958034515,1.0,0
2,1,1,rank,8,couple_8,0.06276798248291016,7.0,0
2,1,1,rank,9,couple_9,0.022178884595632553,10.0,1
2,2,2,rank,0,couple_0,0.018884746357798576,9.0,1
2,2,2,rank,1,couple_1,0.10816117376089096,5.0,0
2,2,2,rank,2,couple_2,0.14289790391921997,3.0,0
2,2,2,rank,3,couple_3,0.15864908695220947,2.0,0
2,2,2,rank,4,couple_4,0.04767061769962311,6.0,0
2,2,2,rank,5,couple_5,0.11475511640310287,4.0,0
2,2,2,rank,6,couple_6,0.0462796725332737,7.0,0
2,2,2,rank,7,couple_7,0.31689560413360596,1.0,0
2,2,2,rank,8,couple_8,0.04580610617995262,8.0,0
2,3,3,rank,1,couple_1,0.07493588328361511,5.0,0
2,3,3,rank,2,couple_2,0.17475807666778564,3.0,0
2,3,3,rank,3,couple_3,0.11212148517370224,4.0,0
2,3,3,rank,4,couple_4,0.047883450984954834,6.0,0
2,3,3,rank,5,couple_5,0.23233632743358612,2.0,0
2,3,3,rank,6,couple_6,0.018654918298125267,8.0,1
2,3,3,rank,7,couple_7,0.2918889820575714,1.0,0
2,3,3,rank,8,couple_8,0.04742084816098213,7.0,0
2,4,4,rank,1,couple_1,0.102393738925457,4.0,0
2,4,4,rank,2,couple_2,0.30068880319595337,2.0,0
2,4,4,rank,3,couple_3,0.10328128188848495,3.0,0
2,4,4,rank,4,couple_4,0.06945781409740448,5.0,0
2,4,4,rank,5,couple_5,0.32172828912734985,1.0,0
2,4,4,rank,7,couple_7,0.043349407613277435,7.0,1
2,4,4,rank,8,couple_8,0.05910065025091171,6.0,0
2,5,5,rank,1,couple_1,0.04939351603388786,6.0,1
2,5,5,rank,2,couple_2,0.2326311469078064,2.0,0
2,5,5,rank,3,couple_3,0.15821456909179688,3.0,0
2,5,5,rank,4,couple_4,0.07906775921583176,5.0,0
2,5,5,rank,5,couple_5,0.38711076974868774,1.0,0
2,5,5,rank,8,couple_8,0.09358229488134384,4.0,0
2,6,6,rank,2,couple_2,0.0444856695830822,5.0,1
2,6,6,rank,3,couple_3,0.22002412378787994,2.0,0
2,6,6,rank,4,couple_4,0.10373256355524063,4.0,0
2,6,6,rank,5,couple_5,0.5196102857589722,1.0,0
2,6,6,rank,8,couple_8,0.11214730888605118,3.0,0
2,7,7,rank,3,couple_3,0.04278715327382088,4.0,1
2,7,7,rank,4,couple_4,0.16184912621974945,2.0,0
2,7,7,rank,5,couple_5,0.6365973949432373,1.0,0
2,7,7,rank,8,couple_8,0.15876634418964386,3.0,0
2,8,8,rank,4,couple_4,0.20668354630470276,2.0,0
2,8,8,rank,5,couple_5,0.6031268835067749,1.0,0
2,8,8,rank,8,couple_8,0.19018959999084473,3.0,0
